fname,source,car_horn,car_passing,engine,siren,speech
102853-8-0-0.wav,urbansound8k,0,0,0,1,0
102853-8-0-1.wav,urbansound8k,0,0,0,1,0
102853-8-0-2.wav,urbansound8k,0,0,0,1,0
102853-8-0-3.wav,urbansound8k,0,0,0,1,0
102853-8-0-4.wav,urbansound8k,0,0,0,1,0
102853-8-0-5.wav,urbansound8k,0,0,0,1,0
102853-8-0-6.wav,urbansound8k,0,0,0,1,0
102853-8-1-0.wav,urbansound8k,0,0,0,1,0
102857-5-0-0.wav,urbansound8k,0,0,1,0,0
102857-5-0-1.wav,urbansound8k,0,0,1,0,0
102857-5-0-10.wav,urbansound8k,0,0,1,0,0
102857-5-0-11.wav,urbansound8k,0,0,1,0,0
102857-5-0-12.wav,urbansound8k,0,0,1,0,0
102857-5-0-13.wav,urbansound8k,0,0,1,0,0
102857-5-0-14.wav,urbansound8k,0,0,1,0,0
102857-5-0-15.wav,urbansound8k,0,0,1,0,0
102857-5-0-16.wav,urbansound8k,0,0,1,0,0
102857-5-0-17.wav,urbansound8k,0,0,1,0,0
102857-5-0-18.wav,urbansound8k,0,0,1,0,0
102857-5-0-19.wav,urbansound8k,0,0,1,0,0
102857-5-0-2.wav,urbansound8k,0,0,1,0,0
102857-5-0-20.wav,urbansound8k,0,0,1,0,0
102857-5-0-21.wav,urbansound8k,0,0,1,0,0
102857-5-0-22.wav,urbansound8k,0,0,1,0,0
102857-5-0-23.wav,urbansound8k,0,0,1,0,0
102857-5-0-24.wav,urbansound8k,0,0,1,0,0
102857-5-0-25.wav,urbansound8k,0,0,1,0,0
102857-5-0-26.wav,urbansound8k,0,0,1,0,0
102857-5-0-27.wav,urbansound8k,0,0,1,0,0
102857-5-0-28.wav,urbansound8k,0,0,1,0,0
102857-5-0-29.wav,urbansound8k,0,0,1,0,0
102857-5-0-3.wav,urbansound8k,0,0,1,0,0
102857-5-0-30.wav,urbansound8k,0,0,1,0,0
102857-5-0-4.wav,urbansound8k,0,0,1,0,0
102857-5-0-5.wav,urbansound8k,0,0,1,0,0
102857-5-0-6.wav,urbansound8k,0,0,1,0,0
102857-5-0-7.wav,urbansound8k,0,0,1,0,0
102857-5-0-8.wav,urbansound8k,0,0,1,0,0
102857-5-0-9.wav,urbansound8k,0,0,1,0,0
102858-5-0-0.wav,urbansound8k,0,0,1,0,0
102858-5-0-1.wav,urbansound8k,0,0,1,0,0
102871-8-0-0.wav,urbansound8k,0,0,0,1,0
102871-8-0-1.wav,urbansound8k,0,0,0,1,0
102871-8-0-10.wav,urbansound8k,0,0,0,1,0
102871-8-0-11.wav,urbansound8k,0,0,0,1,0
102871-8-0-12.wav,urbansound8k,0,0,0,1,0
102871-8-0-13.wav,urbansound8k,0,0,0,1,0
102871-8-0-14.wav,urbansound8k,0,0,0,1,0
102871-8-0-15.wav,urbansound8k,0,0,0,1,0
102871-8-0-2.wav,urbansound8k,0,0,0,1,0
102871-8-0-3.wav,urbansound8k,0,0,0,1,0
102871-8-0-4.wav,urbansound8k,0,0,0,1,0
102871-8-0-5.wav,urbansound8k,0,0,0,1,0
102871-8-0-6.wav,urbansound8k,0,0,0,1,0
102871-8-0-7.wav,urbansound8k,0,0,0,1,0
102871-8-0-8.wav,urbansound8k,0,0,0,1,0
102871-8-0-9.wav,urbansound8k,0,0,0,1,0
103249-5-0-0.wav,urbansound8k,0,0,1,0,0
103249-5-0-1.wav,urbansound8k,0,0,1,0,0
103249-5-0-10.wav,urbansound8k,0,0,1,0,0
103249-5-0-11.wav,urbansound8k,0,0,1,0,0
103249-5-0-12.wav,urbansound8k,0,0,1,0,0
103249-5-0-13.wav,urbansound8k,0,0,1,0,0
103249-5-0-14.wav,urbansound8k,0,0,1,0,0
103249-5-0-15.wav,urbansound8k,0,0,1,0,0
103249-5-0-16.wav,urbansound8k,0,0,1,0,0
103249-5-0-17.wav,urbansound8k,0,0,1,0,0
103249-5-0-18.wav,urbansound8k,0,0,1,0,0
103249-5-0-19.wav,urbansound8k,0,0,1,0,0
103249-5-0-2.wav,urbansound8k,0,0,1,0,0
103249-5-0-3.wav,urbansound8k,0,0,1,0,0
103249-5-0-4.wav,urbansound8k,0,0,1,0,0
103249-5-0-5.wav,urbansound8k,0,0,1,0,0
103249-5-0-6.wav,urbansound8k,0,0,1,0,0
103249-5-0-7.wav,urbansound8k,0,0,1,0,0
103249-5-0-8.wav,urbansound8k,0,0,1,0,0
103249-5-0-9.wav,urbansound8k,0,0,1,0,0
103258-5-0-0.wav,urbansound8k,0,0,1,0,0
103258-5-0-1.wav,urbansound8k,0,0,1,0,0
103258-5-0-10.wav,urbansound8k,0,0,1,0,0
103258-5-0-11.wav,urbansound8k,0,0,1,0,0
103258-5-0-12.wav,urbansound8k,0,0,1,0,0
103258-5-0-13.wav,urbansound8k,0,0,1,0,0
103258-5-0-14.wav,urbansound8k,0,0,1,0,0
103258-5-0-15.wav,urbansound8k,0,0,1,0,0
103258-5-0-16.wav,urbansound8k,0,0,1,0,0
103258-5-0-17.wav,urbansound8k,0,0,1,0,0
103258-5-0-18.wav,urbansound8k,0,0,1,0,0
103258-5-0-19.wav,urbansound8k,0,0,1,0,0
103258-5-0-2.wav,urbansound8k,0,0,1,0,0
103258-5-0-3.wav,urbansound8k,0,0,1,0,0
103258-5-0-4.wav,urbansound8k,0,0,1,0,0
103258-5-0-5.wav,urbansound8k,0,0,1,0,0
103258-5-0-6.wav,urbansound8k,0,0,1,0,0
103258-5-0-7.wav,urbansound8k,0,0,1,0,0
103258-5-0-8.wav,urbansound8k,0,0,1,0,0
103258-5-0-9.wav,urbansound8k,0,0,1,0,0
103438-5-0-0.wav,urbansound8k,0,0,1,0,0
103438-5-0-1.wav,urbansound8k,0,0,1,0,0
103438-5-0-2.wav,urbansound8k,0,0,1,0,0
105289-8-0-0.wav,urbansound8k,0,0,0,1,0
105289-8-0-1.wav,urbansound8k,0,0,0,1,0
105289-8-0-2.wav,urbansound8k,0,0,0,1,0
105289-8-0-3.wav,urbansound8k,0,0,0,1,0
105289-8-0-4.wav,urbansound8k,0,0,0,1,0
105289-8-0-5.wav,urbansound8k,0,0,0,1,0
105289-8-1-0.wav,urbansound8k,0,0,0,1,0
105289-8-1-1.wav,urbansound8k,0,0,0,1,0
105289-8-1-2.wav,urbansound8k,0,0,0,1,0
105289-8-1-3.wav,urbansound8k,0,0,0,1,0
105289-8-1-4.wav,urbansound8k,0,0,0,1,0
105289-8-2-0.wav,urbansound8k,0,0,0,1,0
105289-8-2-1.wav,urbansound8k,0,0,0,1,0
105289-8-2-2.wav,urbansound8k,0,0,0,1,0
105289-8-2-3.wav,urbansound8k,0,0,0,1,0
105289-8-2-4.wav,urbansound8k,0,0,0,1,0
105289-8-2-5.wav,urbansound8k,0,0,0,1,0
105289-8-2-6.wav,urbansound8k,0,0,0,1,0
105289-8-2-7.wav,urbansound8k,0,0,0,1,0
106014-5-0-0.wav,urbansound8k,0,0,1,0,0
106014-5-0-1.wav,urbansound8k,0,0,1,0,0
106014-5-0-2.wav,urbansound8k,0,0,1,0,0
106014-5-0-3.wav,urbansound8k,0,0,1,0,0
106014-5-0-4.wav,urbansound8k,0,0,1,0,0
106015-5-0-0.wav,urbansound8k,0,0,1,0,0
106015-5-0-1.wav,urbansound8k,0,0,1,0,0
106015-5-0-10.wav,urbansound8k,0,0,1,0,0
106015-5-0-11.wav,urbansound8k,0,0,1,0,0
106015-5-0-12.wav,urbansound8k,0,0,1,0,0
106015-5-0-13.wav,urbansound8k,0,0,1,0,0
106015-5-0-14.wav,urbansound8k,0,0,1,0,0
106015-5-0-15.wav,urbansound8k,0,0,1,0,0
106015-5-0-16.wav,urbansound8k,0,0,1,0,0
106015-5-0-17.wav,urbansound8k,0,0,1,0,0
106015-5-0-18.wav,urbansound8k,0,0,1,0,0
106015-5-0-19.wav,urbansound8k,0,0,1,0,0
106015-5-0-2.wav,urbansound8k,0,0,1,0,0
106015-5-0-20.wav,urbansound8k,0,0,1,0,0
106015-5-0-3.wav,urbansound8k,0,0,1,0,0
106015-5-0-4.wav,urbansound8k,0,0,1,0,0
106015-5-0-5.wav,urbansound8k,0,0,1,0,0
106015-5-0-6.wav,urbansound8k,0,0,1,0,0
106015-5-0-7.wav,urbansound8k,0,0,1,0,0
106015-5-0-8.wav,urbansound8k,0,0,1,0,0
106015-5-0-9.wav,urbansound8k,0,0,1,0,0
106486-5-0-0.wav,urbansound8k,0,0,1,0,0
106486-5-0-1.wav,urbansound8k,0,0,1,0,0
106486-5-0-2.wav,urbansound8k,0,0,1,0,0
106487-5-0-0.wav,urbansound8k,0,0,1,0,0
106487-5-0-1.wav,urbansound8k,0,0,1,0,0
106487-5-0-2.wav,urbansound8k,0,0,1,0,0
106905-5-0-0.wav,urbansound8k,0,0,1,0,0
106905-5-0-1.wav,urbansound8k,0,0,1,0,0
106905-5-0-2.wav,urbansound8k,0,0,1,0,0
106905-8-0-0.wav,urbansound8k,0,0,0,1,0
106905-8-0-1.wav,urbansound8k,0,0,0,1,0
106905-8-0-2.wav,urbansound8k,0,0,0,1,0
106905-8-0-3.wav,urbansound8k,0,0,0,1,0
107090-1-0-0.wav,urbansound8k,1,0,0,0,0
107090-1-1-0.wav,urbansound8k,1,0,0,0,0
107228-5-0-0.wav,urbansound8k,0,0,1,0,0
107228-5-0-1.wav,urbansound8k,0,0,1,0,0
107228-5-0-2.wav,urbansound8k,0,0,1,0,0
107228-5-0-3.wav,urbansound8k,0,0,1,0,0
107228-5-0-4.wav,urbansound8k,0,0,1,0,0
107228-5-0-5.wav,urbansound8k,0,0,1,0,0
107228-5-0-6.wav,urbansound8k,0,0,1,0,0
107228-5-0-7.wav,urbansound8k,0,0,1,0,0
107357-8-0-0.wav,urbansound8k,0,0,0,1,0
107357-8-0-1.wav,urbansound8k,0,0,0,1,0
107357-8-0-2.wav,urbansound8k,0,0,0,1,0
107357-8-0-3.wav,urbansound8k,0,0,0,1,0
107357-8-0-4.wav,urbansound8k,0,0,0,1,0
107357-8-0-5.wav,urbansound8k,0,0,0,1,0
107357-8-0-6.wav,urbansound8k,0,0,0,1,0
107357-8-0-7.wav,urbansound8k,0,0,0,1,0
107357-8-0-8.wav,urbansound8k,0,0,0,1,0
107357-8-1-0.wav,urbansound8k,0,0,0,1,0
107357-8-1-1.wav,urbansound8k,0,0,0,1,0
107357-8-1-10.wav,urbansound8k,0,0,0,1,0
107357-8-1-11.wav,urbansound8k,0,0,0,1,0
107357-8-1-12.wav,urbansound8k,0,0,0,1,0
107357-8-1-13.wav,urbansound8k,0,0,0,1,0
107357-8-1-14.wav,urbansound8k,0,0,0,1,0
107357-8-1-15.wav,urbansound8k,0,0,0,1,0
107357-8-1-16.wav,urbansound8k,0,0,0,1,0
107357-8-1-17.wav,urbansound8k,0,0,0,1,0
107357-8-1-18.wav,urbansound8k,0,0,0,1,0
107357-8-1-2.wav,urbansound8k,0,0,0,1,0
107357-8-1-3.wav,urbansound8k,0,0,0,1,0
107357-8-1-4.wav,urbansound8k,0,0,0,1,0
107357-8-1-5.wav,urbansound8k,0,0,0,1,0
107357-8-1-6.wav,urbansound8k,0,0,0,1,0
107357-8-1-7.wav,urbansound8k,0,0,0,1,0
107357-8-1-8.wav,urbansound8k,0,0,0,1,0
107357-8-1-9.wav,urbansound8k,0,0,0,1,0
111386-5-0-0.wav,urbansound8k,0,0,1,0,0
111386-5-0-1.wav,urbansound8k,0,0,1,0,0
111386-5-0-2.wav,urbansound8k,0,0,1,0,0
111386-5-0-3.wav,urbansound8k,0,0,1,0,0
111386-5-0-4.wav,urbansound8k,0,0,1,0,0
111386-5-0-5.wav,urbansound8k,0,0,1,0,0
111386-5-0-6.wav,urbansound8k,0,0,1,0,0
111386-5-0-7.wav,urbansound8k,0,0,1,0,0
111386-5-1-0.wav,urbansound8k,0,0,1,0,0
111386-5-1-1.wav,urbansound8k,0,0,1,0,0
111386-5-1-10.wav,urbansound8k,0,0,1,0,0
111386-5-1-11.wav,urbansound8k,0,0,1,0,0
111386-5-1-12.wav,urbansound8k,0,0,1,0,0
111386-5-1-13.wav,urbansound8k,0,0,1,0,0
111386-5-1-14.wav,urbansound8k,0,0,1,0,0
111386-5-1-2.wav,urbansound8k,0,0,1,0,0
111386-5-1-3.wav,urbansound8k,0,0,1,0,0
111386-5-1-4.wav,urbansound8k,0,0,1,0,0
111386-5-1-5.wav,urbansound8k,0,0,1,0,0
111386-5-1-6.wav,urbansound8k,0,0,1,0,0
111386-5-1-7.wav,urbansound8k,0,0,1,0,0
111386-5-1-8.wav,urbansound8k,0,0,1,0,0
111386-5-1-9.wav,urbansound8k,0,0,1,0,0
111671-8-0-0.wav,urbansound8k,0,0,0,1,0
111671-8-0-1.wav,urbansound8k,0,0,0,1,0
111671-8-0-10.wav,urbansound8k,0,0,0,1,0
111671-8-0-11.wav,urbansound8k,0,0,0,1,0
111671-8-0-12.wav,urbansound8k,0,0,0,1,0
111671-8-0-13.wav,urbansound8k,0,0,0,1,0
111671-8-0-14.wav,urbansound8k,0,0,0,1,0
111671-8-0-15.wav,urbansound8k,0,0,0,1,0
111671-8-0-16.wav,urbansound8k,0,0,0,1,0
111671-8-0-17.wav,urbansound8k,0,0,0,1,0
111671-8-0-18.wav,urbansound8k,0,0,0,1,0
111671-8-0-19.wav,urbansound8k,0,0,0,1,0
111671-8-0-2.wav,urbansound8k,0,0,0,1,0
111671-8-0-20.wav,urbansound8k,0,0,0,1,0
111671-8-0-21.wav,urbansound8k,0,0,0,1,0
111671-8-0-22.wav,urbansound8k,0,0,0,1,0
111671-8-0-3.wav,urbansound8k,0,0,0,1,0
111671-8-0-4.wav,urbansound8k,0,0,0,1,0
111671-8-0-5.wav,urbansound8k,0,0,0,1,0
111671-8-0-6.wav,urbansound8k,0,0,0,1,0
111671-8-0-7.wav,urbansound8k,0,0,0,1,0
111671-8-0-8.wav,urbansound8k,0,0,0,1,0
111671-8-0-9.wav,urbansound8k,0,0,0,1,0
112075-5-0-0.wav,urbansound8k,0,0,1,0,0
112075-5-0-1.wav,urbansound8k,0,0,1,0,0
112075-5-0-2.wav,urbansound8k,0,0,1,0,0
113160-8-0-0.wav,urbansound8k,0,0,0,1,0
113201-5-0-0.wav,urbansound8k,0,0,1,0,0
113201-5-0-1.wav,urbansound8k,0,0,1,0,0
113201-5-0-2.wav,urbansound8k,0,0,1,0,0
113201-5-0-3.wav,urbansound8k,0,0,1,0,0
113201-5-0-4.wav,urbansound8k,0,0,1,0,0
113201-5-0-5.wav,urbansound8k,0,0,1,0,0
113201-5-0-6.wav,urbansound8k,0,0,1,0,0
113201-5-0-7.wav,urbansound8k,0,0,1,0,0
113202-5-0-0.wav,urbansound8k,0,0,1,0,0
113202-5-0-1.wav,urbansound8k,0,0,1,0,0
113202-5-0-10.wav,urbansound8k,0,0,1,0,0
113202-5-0-11.wav,urbansound8k,0,0,1,0,0
113202-5-0-12.wav,urbansound8k,0,0,1,0,0
113202-5-0-13.wav,urbansound8k,0,0,1,0,0
113202-5-0-14.wav,urbansound8k,0,0,1,0,0
113202-5-0-15.wav,urbansound8k,0,0,1,0,0
113202-5-0-16.wav,urbansound8k,0,0,1,0,0
113202-5-0-17.wav,urbansound8k,0,0,1,0,0
113202-5-0-18.wav,urbansound8k,0,0,1,0,0
113202-5-0-19.wav,urbansound8k,0,0,1,0,0
113202-5-0-2.wav,urbansound8k,0,0,1,0,0
113202-5-0-20.wav,urbansound8k,0,0,1,0,0
113202-5-0-21.wav,urbansound8k,0,0,1,0,0
113202-5-0-22.wav,urbansound8k,0,0,1,0,0
113202-5-0-23.wav,urbansound8k,0,0,1,0,0
113202-5-0-24.wav,urbansound8k,0,0,1,0,0
113202-5-0-25.wav,urbansound8k,0,0,1,0,0
113202-5-0-26.wav,urbansound8k,0,0,1,0,0
113202-5-0-27.wav,urbansound8k,0,0,1,0,0
113202-5-0-28.wav,urbansound8k,0,0,1,0,0
113202-5-0-3.wav,urbansound8k,0,0,1,0,0
113202-5-0-4.wav,urbansound8k,0,0,1,0,0
113202-5-0-5.wav,urbansound8k,0,0,1,0,0
113202-5-0-6.wav,urbansound8k,0,0,1,0,0
113202-5-0-7.wav,urbansound8k,0,0,1,0,0
113202-5-0-8.wav,urbansound8k,0,0,1,0,0
113202-5-0-9.wav,urbansound8k,0,0,1,0,0
113203-5-0-0.wav,urbansound8k,0,0,1,0,0
113203-5-0-1.wav,urbansound8k,0,0,1,0,0
113203-5-0-2.wav,urbansound8k,0,0,1,0,0
113203-5-0-3.wav,urbansound8k,0,0,1,0,0
113203-5-0-4.wav,urbansound8k,0,0,1,0,0
113203-5-0-5.wav,urbansound8k,0,0,1,0,0
113203-5-0-6.wav,urbansound8k,0,0,1,0,0
113203-5-0-7.wav,urbansound8k,0,0,1,0,0
113203-5-0-8.wav,urbansound8k,0,0,1,0,0
113203-5-1-0.wav,urbansound8k,0,0,1,0,0
113203-5-1-1.wav,urbansound8k,0,0,1,0,0
113203-5-1-2.wav,urbansound8k,0,0,1,0,0
113203-5-2-0.wav,urbansound8k,0,0,1,0,0
113203-5-3-0.wav,urbansound8k,0,0,1,0,0
113203-5-3-1.wav,urbansound8k,0,0,1,0,0
113203-5-4-0.wav,urbansound8k,0,0,1,0,0
113203-5-5-0.wav,urbansound8k,0,0,1,0,0
113203-5-6-0.wav,urbansound8k,0,0,1,0,0
113203-5-7-0.wav,urbansound8k,0,0,1,0,0
113203-5-8-0.wav,urbansound8k,0,0,1,0,0
113205-5-0-0.wav,urbansound8k,0,0,1,0,0
113205-5-1-0.wav,urbansound8k,0,0,1,0,0
113205-5-1-1.wav,urbansound8k,0,0,1,0,0
113205-5-1-2.wav,urbansound8k,0,0,1,0,0
113205-5-1-3.wav,urbansound8k,0,0,1,0,0
113205-5-1-4.wav,urbansound8k,0,0,1,0,0
113205-5-1-5.wav,urbansound8k,0,0,1,0,0
113205-5-1-6.wav,urbansound8k,0,0,1,0,0
113205-5-1-7.wav,urbansound8k,0,0,1,0,0
113205-5-1-8.wav,urbansound8k,0,0,1,0,0
113205-5-1-9.wav,urbansound8k,0,0,1,0,0
113216-5-0-0.wav,urbansound8k,0,0,1,0,0
113216-5-0-1.wav,urbansound8k,0,0,1,0,0
113216-5-0-2.wav,urbansound8k,0,0,1,0,0
113216-5-0-3.wav,urbansound8k,0,0,1,0,0
113216-5-0-4.wav,urbansound8k,0,0,1,0,0
117181-8-0-0.wav,urbansound8k,0,0,0,1,0
117181-8-0-1.wav,urbansound8k,0,0,0,1,0
117181-8-0-10.wav,urbansound8k,0,0,0,1,0
117181-8-0-11.wav,urbansound8k,0,0,0,1,0
117181-8-0-12.wav,urbansound8k,0,0,0,1,0
117181-8-0-2.wav,urbansound8k,0,0,0,1,0
117181-8-0-3.wav,urbansound8k,0,0,0,1,0
117181-8-0-4.wav,urbansound8k,0,0,0,1,0
117181-8-0-5.wav,urbansound8k,0,0,0,1,0
117181-8-0-6.wav,urbansound8k,0,0,0,1,0
117181-8-0-7.wav,urbansound8k,0,0,0,1,0
117181-8-0-8.wav,urbansound8k,0,0,0,1,0
117181-8-0-9.wav,urbansound8k,0,0,0,1,0
117536-1-0-0.wav,urbansound8k,1,0,0,0,0
118070-1-0-0.wav,urbansound8k,1,0,0,0,0
118279-8-0-0.wav,urbansound8k,0,0,0,1,0
118279-8-0-1.wav,urbansound8k,0,0,0,1,0
118279-8-0-10.wav,urbansound8k,0,0,0,1,0
118279-8-0-11.wav,urbansound8k,0,0,0,1,0
118279-8-0-12.wav,urbansound8k,0,0,0,1,0
118279-8-0-13.wav,urbansound8k,0,0,0,1,0
118279-8-0-14.wav,urbansound8k,0,0,0,1,0
118279-8-0-2.wav,urbansound8k,0,0,0,1,0
118279-8-0-3.wav,urbansound8k,0,0,0,1,0
118279-8-0-4.wav,urbansound8k,0,0,0,1,0
118279-8-0-5.wav,urbansound8k,0,0,0,1,0
118279-8-0-6.wav,urbansound8k,0,0,0,1,0
118279-8-0-7.wav,urbansound8k,0,0,0,1,0
118279-8-0-8.wav,urbansound8k,0,0,0,1,0
118279-8-0-9.wav,urbansound8k,0,0,0,1,0
118496-1-0-0.wav,urbansound8k,1,0,0,0,0
118496-1-1-0.wav,urbansound8k,1,0,0,0,0
118558-5-0-0.wav,urbansound8k,0,0,1,0,0
118558-5-0-1.wav,urbansound8k,0,0,1,0,0
118558-5-0-2.wav,urbansound8k,0,0,1,0,0
118558-5-1-0.wav,urbansound8k,0,0,1,0,0
118558-5-1-1.wav,urbansound8k,0,0,1,0,0
118558-5-1-2.wav,urbansound8k,0,0,1,0,0
118558-5-2-0.wav,urbansound8k,0,0,1,0,0
118558-5-2-1.wav,urbansound8k,0,0,1,0,0
118558-5-2-2.wav,urbansound8k,0,0,1,0,0
118558-5-2-3.wav,urbansound8k,0,0,1,0,0
119449-5-0-0.wav,urbansound8k,0,0,1,0,0
119449-5-0-1.wav,urbansound8k,0,0,1,0,0
119449-5-0-2.wav,urbansound8k,0,0,1,0,0
119449-5-0-3.wav,urbansound8k,0,0,1,0,0
119449-5-0-4.wav,urbansound8k,0,0,1,0,0
119449-5-0-5.wav,urbansound8k,0,0,1,0,0
119449-5-0-6.wav,urbansound8k,0,0,1,0,0
119455-5-0-0.wav,urbansound8k,0,0,1,0,0
119455-5-0-1.wav,urbansound8k,0,0,1,0,0
119455-5-0-2.wav,urbansound8k,0,0,1,0,0
119455-5-0-3.wav,urbansound8k,0,0,1,0,0
119455-5-0-4.wav,urbansound8k,0,0,1,0,0
119455-5-0-5.wav,urbansound8k,0,0,1,0,0
119455-5-0-6.wav,urbansound8k,0,0,1,0,0
119455-5-0-7.wav,urbansound8k,0,0,1,0,0
121299-1-0-0.wav,urbansound8k,1,0,0,0,0
121528-8-1-0.wav,urbansound8k,0,0,0,1,0
121528-8-1-1.wav,urbansound8k,0,0,0,1,0
123685-5-0-0.wav,urbansound8k,0,0,1,0,0
123685-5-0-1.wav,urbansound8k,0,0,1,0,0
123685-5-0-2.wav,urbansound8k,0,0,1,0,0
123685-5-0-3.wav,urbansound8k,0,0,1,0,0
123685-5-0-4.wav,urbansound8k,0,0,1,0,0
123685-5-0-5.wav,urbansound8k,0,0,1,0,0
123685-5-0-6.wav,urbansound8k,0,0,1,0,0
123685-5-0-7.wav,urbansound8k,0,0,1,0,0
123685-5-0-8.wav,urbansound8k,0,0,1,0,0
123688-8-0-0.wav,urbansound8k,0,0,0,1,0
123688-8-0-1.wav,urbansound8k,0,0,0,1,0
123688-8-0-10.wav,urbansound8k,0,0,0,1,0
123688-8-0-11.wav,urbansound8k,0,0,0,1,0
123688-8-0-12.wav,urbansound8k,0,0,0,1,0
123688-8-0-13.wav,urbansound8k,0,0,0,1,0
123688-8-0-14.wav,urbansound8k,0,0,0,1,0
123688-8-0-15.wav,urbansound8k,0,0,0,1,0
123688-8-0-16.wav,urbansound8k,0,0,0,1,0
123688-8-0-17.wav,urbansound8k,0,0,0,1,0
123688-8-0-18.wav,urbansound8k,0,0,0,1,0
123688-8-0-2.wav,urbansound8k,0,0,0,1,0
123688-8-0-3.wav,urbansound8k,0,0,0,1,0
123688-8-0-4.wav,urbansound8k,0,0,0,1,0
123688-8-0-5.wav,urbansound8k,0,0,0,1,0
123688-8-0-6.wav,urbansound8k,0,0,0,1,0
123688-8-0-7.wav,urbansound8k,0,0,0,1,0
123688-8-0-8.wav,urbansound8k,0,0,0,1,0
123688-8-0-9.wav,urbansound8k,0,0,0,1,0
123688-8-1-0.wav,urbansound8k,0,0,0,1,0
123688-8-1-1.wav,urbansound8k,0,0,0,1,0
123688-8-1-2.wav,urbansound8k,0,0,0,1,0
123688-8-1-3.wav,urbansound8k,0,0,0,1,0
123688-8-1-4.wav,urbansound8k,0,0,0,1,0
